customerid,average_order_value,time_between_purchases_log,purchase_behavior,churn_probability
CUST_DHXVZ9,182.24,69,5,1
CUST_AXFVPG,187.29,31,4,1
CUST_0LACVW,113.93,63,1,0
CUST_17BBTF,106.98,24,19,0
CUST_7DODMI,72.43,81,17,1
CUST_A7N5R1,79.15,81,14,1
CUST_FCE6H3,64.41,26,9,0
CUST_5FD8JG,49.9,16,15,0
CUST_3WIFYF,60.58,76,5,1
CUST_OFREN2,170.09,19,17,1
CUST_2HCWYF,138.09,20,19,1
CUST_EVURL6,131.05,19,10,1
CUST_4IURPD,179.76,85,1,0
CUST_MWTITD,86.96,5,6,1
CUST_9Z7ALF,157.83,48,6,0
CUST_7U7IU2,115.71,47,17,0
CUST_74KZMX,22.39,80,5,1
CUST_A63S64,151.29,5,3,0
CUST_1LXWF6,104.6,80,10,1
CUST_KN4CYS,137.19,40,18,0
CUST_LYPF3N,31.4,65,5,1
CUST_ANHQTM,53.92,28,13,1
CUST_S8F59I,187.98,52,19,1
CUST_Y65OIA,89.05,48,7,0
CUST_LGTHJS,149.74,44,3,1
CUST_5OGF0Q,74.41,68,9,0
CUST_1I0MKG,172.83,32,7,1
CUST_JYU5Q5,23.48,79,12,0
CUST_SAA1WU,181.7,67,9,1
CUST_HUVSLW,89.58,7,8,0
CUST_23FJ2E,170.41,68,7,1
CUST_0GA2LU,70.64,82,16,1
CUST_VELJWA,88.29,46,16,1
CUST_ZQIOVB,147.7,29,8,1
CUST_EK4ZL1,188.65,70,9,1
CUST_LL26RD,21.16,9,16,1
CUST_OI82TW,186.42,82,18,0
CUST_ODE71A,86.07,52,4,1
CUST_WXNYAQ,194.23,24,16,0
CUST_XKTZV9,120.12,51,5,0
CUST_EX7TKB,171.05,8,3,1
CUST_BE63ZI,182.05,16,9,1
CUST_X471DE,24.28,42,18,0
CUST_MI4XIZ,191.76,9,18,0
CUST_LNGOW1,57.47,86,19,1
CUST_6Q1N6L,103.59,73,4,0
CUST_YU0Q7M,27.93,22,19,0
CUST_1MBRXG,111.25,34,7,0
CUST_NDG84K,168.97,48,14,1
CUST_WJC7LF,154.28,49,4,1
CUST_21LWLH,103.78,74,6,0
CUST_EWXKBP,193,51,15,1
CUST_V7HHKW,109.4,17,3,1
CUST_DMTDBX,34.97,38,5,0
CUST_W43MTM,182.07,11,5,1
CUST_YNNTX3,53.91,14,10,0
CUST_AE4IOL,143.07,31,13,1
CUST_RO6W0X,28.97,20,12,1
CUST_PRH5DJ,160.35,17,2,1
CUST_AHYDIZ,165.02,89,5,1
CUST_81SKOU,23.94,50,5,1
CUST_YSWWW1,61.51,75,9,1
CUST_QMWQ0I,167.18,20,1,0
CUST_RKXLM5,21.74,62,13,1
CUST_7SV9KQ,195.65,5,16,1
CUST_2DCNB1,61.07,87,6,0
CUST_IP7ADP,134.62,75,11,0
CUST_NCFY8T,162.71,17,8,0
CUST_SDC7ZR,55.36,49,15,1
CUST_VT9QKX,196.95,46,14,1
CUST_I5PLIP,196.39,73,3,1
CUST_7X95SQ,160.13,71,1,1
CUST_JS4VEH,35.26,27,13,1
CUST_VS5UZ3,58.73,76,6,1
CUST_B72HRA,92.14,60,13,0
CUST_40Y1Z4,187.66,27,15,0
CUST_UICOL9,191.15,28,4,1
CUST_CWLHD9,24.34,42,3,1
CUST_EO6DGB,74.18,24,4,1
CUST_AVNI66,40.24,26,3,1
CUST_AUB2OI,187.24,17,6,1
CUST_37ERH9,169.18,50,12,1
CUST_QFBYWE,148.52,9,19,1
CUST_DES944,134.41,9,12,0
CUST_9JZDW1,156.05,25,12,0
CUST_UR69OK,40.23,69,18,1
CUST_DUUUVJ,78.52,24,12,1
CUST_WOA4PL,185.59,17,15,1
CUST_Y5EFPP,48.95,8,2,0
CUST_6F4WXG,138.63,43,16,0
CUST_06CPSH,143.73,57,16,1
CUST_7O6CQR,73.81,60,19,0
CUST_UHC66C,62.04,77,4,0
CUST_ERV9E0,114.7,22,2,0
CUST_EMDJBW,74.25,8,6,0
CUST_3IAIVB,184.36,19,15,0
CUST_HRYMWC,125.2,56,18,0
CUST_K5HMY8,80.65,75,2,1
CUST_OI4URF,140.76,50,6,1
CUST_1GNMOM,94.33,83,13,1
CUST_INKL06,103.84,19,9,0
CUST_FIPY5I,91.65,22,12,0
CUST_9YJMJB,74.41,14,5,1
CUST_SEY77Z,105.38,19,9,1
CUST_B3J1CT,59.28,14,2,1
CUST_JS9AVQ,120.29,28,5,0
CUST_D3LK0O,144.65,25,13,0
CUST_MULRYD,88.9,30,5,0
CUST_VYOI30,172.38,80,17,1
CUST_8OJAW3,118.82,15,14,1
CUST_EZITH4,35.35,48,8,0
CUST_VRDAJP,179.71,71,6,1
CUST_Q1S5W5,174.23,62,19,1
CUST_F1LW2O,42.53,73,10,0
CUST_DRAZ9D,40.73,73,13,1
CUST_SKTIOW,80.31,19,17,1
CUST_LH772O,123.07,40,18,0
CUST_7FXB74,24.07,22,19,0
CUST_ZEKI3K,53.04,8,10,1
CUST_54RW60,80.51,31,19,1
CUST_EDDBYN,123.95,44,7,1
CUST_AJNW25,197.2,43,3,1
CUST_PBOGLF,39.8,79,10,0
CUST_O0Z16W,86.94,81,14,0
CUST_YHOY46,128.22,7,19,0
CUST_1CQ5YF,199.43,30,6,1
CUST_EM3I8P,159.96,80,13,1
CUST_I8HVXN,170.08,21,14,0
CUST_61CYJJ,133.67,47,10,0
CUST_TGIZBN,36.1,49,8,1
CUST_I75GY4,53.08,31,16,1
CUST_NC9Q10,175.31,20,15,1
CUST_X3TYDX,97,10,14,0
CUST_HQ8BJ6,171.74,74,9,1
CUST_WYWP21,131.52,65,15,0
CUST_KPTP2V,153.45,46,16,0
CUST_YZ9MP7,86,26,14,0
CUST_9ZL3ZJ,38.26,29,13,0
CUST_PUJGPK,96.16,30,4,1
CUST_9OXC6M,190,71,15,0
CUST_U9ED3T,159.91,6,18,1
CUST_LLFKTU,78.29,30,2,1
CUST_36EEN7,197.62,30,13,1
CUST_YAQC7L,198.44,82,5,1
CUST_H3CS9K,90.8,37,7,0
CUST_YHI975,87.55,40,15,0
CUST_CEK4TW,104.73,33,16,1
CUST_KXONSZ,56.7,34,17,1
CUST_MNG58M,82.11,53,19,1
CUST_8GTQI2,52.89,64,12,1
CUST_5JOVA9,185.33,26,1,0
CUST_KEYS8V,85.46,67,15,1
CUST_6J165E,60.89,33,1,1
CUST_9W5KVC,173.35,55,5,0
CUST_S2QXYN,88.7,70,19,0
CUST_2RCMNT,24.34,64,19,0
CUST_H4GLK0,62.3,23,5,0
CUST_SU4AMX,38.41,43,3,0
CUST_77ENB0,65.97,20,17,0
CUST_TN07JP,173.24,30,12,0
CUST_41EIZ9,103.99,36,1,1
CUST_8EW5TP,52.44,88,8,0
CUST_GW08BE,34.39,46,19,1
CUST_PVCL6R,159.66,15,5,1
CUST_N1SEL0,156.4,85,9,0
CUST_AL1QUF,172.72,26,14,0
CUST_0P3OF3,168.27,11,12,0
CUST_VAILQ0,53.48,38,15,0
CUST_I1H88V,97.62,14,7,0
CUST_CMKQWO,129.43,61,13,1
CUST_GV9Q53,168.28,40,3,0
CUST_LLCDE7,82.07,56,3,0
CUST_4IKA4E,98.68,22,13,1
CUST_0JMM0F,180.66,26,18,1
CUST_TXVZTA,165.97,29,7,1
CUST_GGQFIM,190.17,6,19,1
CUST_4T6VXZ,120.75,40,6,0
CUST_6JSUBY,62.01,88,16,0
CUST_KJUS3P,83.75,9,18,1
CUST_0QPFHU,130.56,72,14,0
CUST_WA0P5L,155.59,56,19,0
CUST_G1ZOFS,176.1,63,1,0
CUST_8DARPI,106.09,73,16,0
CUST_C6J5HH,43.26,77,5,0
CUST_M2G7SI,139.53,36,3,0
CUST_O9IPA6,47.73,45,15,1
CUST_BUQKEA,195.19,68,19,1
CUST_DZ48ZO,96.99,29,3,1
CUST_I199WY,111.5,11,2,0
CUST_OZOULE,65.01,89,5,0
CUST_8WU9I1,50.6,47,19,1
CUST_HV263I,29.47,5,11,0
CUST_6SPFTJ,187.82,83,2,1
CUST_HBIN32,80.47,73,15,1
CUST_KVUO13,117.15,67,19,0
CUST_L4130V,178.64,52,17,1
CUST_GVIIWS,65.76,77,13,0
CUST_ENQ8I5,115.82,25,3,0
CUST_AOAGQ3,166.69,88,13,0
CUST_U11069,81.51,86,6,0
CUST_MYIXLR,149.46,8,14,0
CUST_CBMMNN,100.84,40,15,0
CUST_39Y8PE,177.14,83,6,0
CUST_RPKC8H,197.79,21,11,0
CUST_I4ZL63,109.23,78,6,1
CUST_VRMG6C,63.79,16,5,1
CUST_NOW3KI,148.55,56,10,1
CUST_P5J7SU,90.09,58,7,0
CUST_MLIT9B,76.97,64,5,0
CUST_IIQRO9,139.22,75,14,1
CUST_R1RXLZ,183.72,54,11,0
CUST_6LM2FY,143.84,50,7,1
CUST_ZQMCQT,50.53,71,12,1
CUST_B8Y4SL,132.03,50,15,1
CUST_U8S9ZR,181.97,82,6,1
CUST_SQ3L9Z,153.34,18,11,0
CUST_YZFVTK,141.89,88,18,0
CUST_EV15EY,169.39,59,9,0
CUST_L2FUH6,124.01,80,14,1
CUST_BR9DT7,194.56,82,6,1
CUST_ETLE29,24.55,15,12,1
CUST_CICP7N,127.07,79,7,0
CUST_BVXUAI,157.76,9,9,0
CUST_MDQ40R,134.85,57,19,1
CUST_8NQUVZ,45.25,40,1,1
CUST_ERSIHG,125.87,12,17,1
CUST_0YKQHV,78.61,58,19,1
CUST_D5LZT7,159.64,7,17,0
CUST_RDY53V,167.68,25,14,0
CUST_5NKIEE,144.35,18,5,1
CUST_ZQXWS2,194,47,1,1
CUST_RS84PM,112.22,45,7,0
CUST_NSGDHJ,162.25,58,1,1
CUST_GZEV6J,152.23,43,10,0
CUST_HD1OCZ,148.45,40,7,1
CUST_OQXQWT,181.41,87,17,1
CUST_2EDSSX,59.6,15,1,1
CUST_QQZH8D,127.28,7,8,1
CUST_UXK1U5,71.97,31,15,0
CUST_76ESIU,184.27,14,14,0
CUST_RQRJ1G,128.59,78,17,0
CUST_48RQIU,109.27,15,18,0
CUST_MLV0XJ,64.01,60,18,1
CUST_PWNZM7,147.38,87,17,1
CUST_4EXKY1,175.92,60,7,0
CUST_70AB8B,170.3,42,19,1
CUST_CTYRBQ,159.67,53,11,0
CUST_3PPO9I,169.9,11,5,1
CUST_7QAZDQ,137.74,17,2,1
CUST_ENYBUH,93.85,34,18,1
CUST_3OGBOW,114.81,78,17,0
CUST_O1YE2Q,184.76,60,1,1
CUST_8F56XX,162.85,44,16,0
CUST_4W6TBF,66.5,44,15,0
CUST_S1POUI,170.05,67,1,1
CUST_W51052,120.31,24,2,0
CUST_7QRCWA,133.64,47,2,1
CUST_GZQ5LL,192.53,7,4,1
CUST_VR0GYG,63.7,13,10,0
CUST_MP34RG,118.15,77,4,1
CUST_3IN27F,126.87,12,11,0
CUST_H51GN7,91.28,58,4,1
CUST_94UPSU,120.91,55,8,1
CUST_BWATAU,22.59,13,11,0
CUST_WTZ9AC,33.55,44,14,0
CUST_GO7ENQ,199.72,12,6,1
CUST_1CM8OD,63.63,37,11,1
CUST_NIZNQ2,160.72,16,9,1
CUST_0409IL,195.49,33,13,1
CUST_6ORZ53,125.76,70,11,1
CUST_0W1DQY,177.87,69,3,1
CUST_2V4QO0,85.11,40,11,0
CUST_48SONI,91.15,81,12,0
CUST_Y63HGJ,168.23,76,3,1
CUST_K6NWLA,133.15,23,2,0
CUST_ATJCF7,193.58,64,17,1
CUST_3QIJ1H,162.45,44,17,0
CUST_RNUORA,176.36,5,15,0
CUST_3QEC3M,184.09,25,15,1
CUST_P2ZJHO,149.65,9,18,1
CUST_DHL6Z1,110.31,59,10,0
CUST_GTMBMY,152.53,74,10,0
CUST_JVDX1T,20.52,71,16,1
CUST_HCTYBP,65.33,41,6,0
CUST_2JQ7CT,140.58,49,14,1
CUST_LTSGEM,151.9,18,12,1
CUST_S7M9IB,146.13,71,11,0
CUST_IVOQYU,151.79,38,8,1
CUST_3BB6FR,133.39,69,9,0
CUST_COM5OD,84.71,5,4,0
CUST_GAIDRM,122.27,68,4,0
CUST_45MG9T,131.71,24,13,0
CUST_8Y1GNC,105.04,26,3,0
CUST_KYA5SN,185.15,81,7,0
CUST_WHCV3V,60.66,11,6,0
CUST_JSFDVG,147.66,31,3,1
CUST_42BJGZ,45.95,57,7,1
CUST_C94U0M,135.69,85,8,0
CUST_9BQOLL,64.73,84,7,1
CUST_5PS6WM,173.01,67,1,0
CUST_PIX249,138.12,28,7,0
CUST_4NPT5X,70.7,75,6,0
CUST_QNLM1M,51.4,40,1,0
CUST_MSNQX0,48.23,69,14,0
CUST_IPKPSK,117.23,23,10,1
CUST_G4JELZ,129.82,80,6,1
CUST_TX4G92,94.3,59,18,1
CUST_PXSWP9,32.53,34,17,0
CUST_YLPJSU,64.29,11,5,0
CUST_R4HYGD,122.58,73,3,1
CUST_BL66L3,151.73,6,10,1
CUST_PAUI8G,87.28,12,12,1
CUST_KRPGVT,79.37,7,15,0
CUST_30THEL,155.19,89,17,1
CUST_K4G9L5,102.27,38,1,1
CUST_U1KPQO,48.25,36,17,1
CUST_BHYNGB,21.41,17,10,1
CUST_O8LRZ5,91.66,58,15,0
CUST_Q5E1UK,125.08,17,16,1
CUST_FWHC1T,78.44,60,19,1
CUST_TRIYN5,169.82,34,10,1
CUST_ZU1LT1,158.85,41,13,1
CUST_J1A8SC,189.84,80,12,1
CUST_PHIOJE,34.27,59,11,0
CUST_4UZTYW,71.18,23,5,0
CUST_W2BEMQ,168.18,8,6,0
CUST_C34Y2D,99.35,52,5,0
CUST_OPSVL6,51.11,24,18,1
CUST_6WVS77,157.97,31,6,0
CUST_PPTS5Q,160.68,32,16,0
CUST_A691Q4,70.49,30,6,0
CUST_ASTRYV,108.74,88,1,0
CUST_RQBYLQ,93.45,55,7,1
CUST_B2M8YQ,129,53,16,0
CUST_CA7CD4,141.81,6,3,0
CUST_YYPNUO,84.61,12,2,1
CUST_42OMV3,178.48,86,15,1
CUST_909TWZ,186.74,68,14,0
CUST_WULZAU,76.61,36,3,0
CUST_S1SFJA,180.1,20,13,1
CUST_STEL75,167.76,39,17,0
CUST_WLH73D,75.63,52,11,1
CUST_IEH4UV,70.47,69,6,0
CUST_12T36W,84.69,56,7,0
CUST_4XNH15,193.74,35,3,0
CUST_LF4J2Z,156.7,42,3,1
CUST_IN66IU,196.2,66,3,0
CUST_5N4ZA0,22.7,79,19,1
CUST_2HZ2XE,105.36,77,12,1
CUST_GFQY0Y,159.55,6,8,1
CUST_WINODQ,29.59,86,9,0
CUST_LHNIRC,163.24,11,17,0
CUST_LDPME4,148.73,40,5,1
CUST_S96TH7,34.6,55,10,0
CUST_LN9YPE,87.09,85,10,1
CUST_YFRZ1Q,43.5,45,6,1
CUST_NL23QN,166.8,36,10,0
CUST_ZDBO4F,135.23,69,2,0
CUST_GJI50D,188.37,67,13,0
CUST_JFNNHS,60.97,43,4,0
CUST_FOS7FS,22.55,80,10,0
CUST_EZYCTJ,26.95,13,16,1
CUST_FOHEDU,74.95,37,18,1
CUST_XQQGJE,137.56,19,2,1
CUST_937AEI,194.62,34,8,0
CUST_WNMP0B,34.93,63,10,1
CUST_EPR87J,135.32,87,17,0
CUST_UAMXAO,71.57,51,11,0
CUST_UWQ1I1,199.64,51,7,0
CUST_YAJ3SN,115.6,70,6,0
CUST_8Y2Q5M,156.93,77,19,1
CUST_125FMI,35.26,52,13,1
CUST_RE62A4,89.29,26,6,1
CUST_0CB73G,188.85,75,7,1
CUST_8EUVZP,124.08,85,8,1
CUST_7703G4,115.11,38,15,0
CUST_K74LA4,69.55,40,8,0
CUST_ZXJ5YU,95.1,33,13,0
CUST_RH3CEN,178.39,10,1,1
CUST_EZ7Z5D,122.82,76,19,0
CUST_JUMOXA,184.17,20,16,1
CUST_5SZMHJ,177.38,43,5,1
CUST_Z8RQTP,40.13,14,8,1
CUST_DSHFWN,30.07,51,14,1
CUST_GQV7OB,107.75,72,4,1
CUST_TXVR14,175.95,28,6,1
CUST_H5F307,175.31,49,3,1
CUST_KIKQKX,81.54,68,7,1
CUST_VSKG7P,113.55,9,13,0
CUST_HOGATW,80.7,19,12,0
CUST_JWLCA2,102.48,84,7,1
CUST_6I3BK7,197.88,34,2,0
CUST_HJCPZX,152.06,27,1,1
CUST_92WXNI,197.75,30,9,0
CUST_HRZZZW,52.47,5,5,0
CUST_2ZHPHI,183.47,16,5,1
CUST_RYBBIY,74.69,56,19,1
CUST_XHT29I,26.89,52,9,0
CUST_1PHS4B,69.29,37,7,0
CUST_ON9DT6,120.79,54,19,0
CUST_NLVMPS,178.29,68,19,1
CUST_WLA9Z0,111.32,19,17,1
CUST_85HVTN,143.34,23,3,0
CUST_UK6R0D,73.13,17,3,1
CUST_GVJBLD,150.98,74,14,0
CUST_E7GVLI,80.74,38,1,1
CUST_HGZU9S,90.3,60,4,0
CUST_749098,129.58,57,12,0
CUST_1TELFE,164.92,84,16,0
CUST_839UC7,152.4,84,5,0
CUST_GAZJVS,122.49,67,2,1
CUST_T84KJL,55.74,72,17,1
CUST_NGJC7R,138.4,16,14,1
CUST_TZKLWO,80.89,80,5,1
CUST_IOZPQM,106.45,28,8,0
CUST_XQJOYP,164.17,28,5,0
CUST_DR9L6G,92.65,58,8,1
CUST_Y7DPLV,115.18,44,12,1
CUST_GEW9P3,186.86,7,1,0
CUST_8G18L2,195.98,70,12,1
CUST_QX7249,130.48,30,17,0
CUST_QFZ3U3,96.62,24,16,1
CUST_D9IL7X,105.57,46,6,1
CUST_U8F17V,154.34,45,3,1
CUST_YOQCBW,168.33,9,5,1
CUST_F5NKPN,68.44,17,18,1
CUST_0O4GJK,117.53,60,12,1
CUST_T37WN7,100.46,78,8,0
CUST_RAINZ8,69.03,16,11,1
CUST_KQCSCN,27.7,44,18,0
CUST_SV51PO,100.51,87,15,1
CUST_3APF0I,166.79,81,17,1
CUST_V6229T,69.11,12,3,0
CUST_PW4CBG,94.01,20,5,0
CUST_SOLIFV,82.44,5,14,1
CUST_VNNNMY,188.67,44,17,0
CUST_C7P5YL,198.48,89,16,1
CUST_G2XUTQ,178.55,84,3,0
CUST_8UZ67X,69.57,73,7,0
CUST_PF5KRK,120.69,89,15,0
CUST_4XM4T8,58.92,50,19,1
CUST_2H6S8D,104.57,50,4,1
CUST_F31WT9,132.1,53,12,1
CUST_R1VOFX,104.55,59,17,0
CUST_KS1EN3,162.15,58,10,1
CUST_FCT5RD,137.98,21,6,1
CUST_SQMY1L,116.36,44,1,0
CUST_96713D,152.24,39,7,0
CUST_W3D7AU,163,36,17,1
CUST_YEI0K5,78.83,24,11,0
CUST_SNCX68,61.15,25,19,0
CUST_4KMJ0P,33.58,82,19,1
CUST_AZCP6D,39.93,55,2,1
CUST_UP282D,184.37,40,1,1
CUST_S0MXNZ,50.45,81,6,0
CUST_US5158,65.09,66,3,1
CUST_RCFB8Q,119.53,61,3,0
CUST_0K13WD,42.57,33,17,0
CUST_TSYZXP,52.51,56,16,1
CUST_PUJ23C,134.34,63,1,0
CUST_6OX7CH,109.82,42,16,1
CUST_2Y591G,192.26,85,2,1
CUST_2HKI6H,153.91,29,3,1
CUST_CX01RS,73.5,23,15,1
CUST_26GVOX,186.6,41,16,1
CUST_X6W2UK,104.39,85,19,0
CUST_DIUNF6,36.73,25,8,0
CUST_4V1B39,93.58,69,2,0
CUST_02KDWN,25.25,10,16,0
CUST_EJTUH3,167.51,13,5,0
CUST_ZWBAY8,69.37,77,6,0
CUST_RLGPEB,102.97,33,2,1
CUST_ULVQS2,127.39,12,17,1
CUST_44UGK5,70.03,50,4,0
CUST_GTJ3MG,40.41,75,17,1
CUST_0WXETA,158.35,61,4,0
CUST_JU4NWS,197.85,38,8,1
CUST_D24BB4,165.32,13,9,1
CUST_JPK3AL,21.19,70,1,1
CUST_IWI2AO,196.15,32,8,1
CUST_2SVBEO,99.89,56,10,1
CUST_8YARC2,115.6,54,16,1
CUST_5YEMJD,168.79,71,10,1
CUST_R3CAMX,173.86,89,19,1
CUST_18DBCQ,25.26,41,7,1
CUST_WCHAEU,66.14,9,16,0
CUST_TNYK0P,83.97,12,3,0
CUST_CPY1R8,176.03,83,13,1
CUST_VYKIAR,147.05,18,17,0
CUST_NI7CKB,196.37,35,10,0
CUST_1UQE4F,149.67,18,8,1
CUST_K57U5L,123.85,34,7,0
CUST_S5X2JN,110.08,8,10,1
CUST_V3AI6U,131.77,87,16,1
CUST_LEY2RO,63.66,65,14,1
CUST_SBIRUH,161.4,81,6,0
CUST_PJSXDD,80.56,72,15,0
CUST_JFENQF,145.35,58,8,1
CUST_TXP74B,54.86,63,19,0
CUST_65FSTN,155.2,22,4,1
CUST_57OYMH,159.21,13,7,0
CUST_FO4U5D,186.91,7,17,1
CUST_PLMQ8D,28.45,67,1,1
CUST_V071B2,154.5,80,2,1
CUST_MO2O8P,175.18,41,10,1
CUST_FK3K67,184.4,89,16,0
CUST_GW2924,76.76,33,2,0
CUST_MGPNRL,140.64,84,8,0
CUST_RC7I6F,57.09,55,17,0
CUST_0KO2NT,115.67,61,13,0
CUST_NOFR78,184.1,25,10,0
CUST_T30BZE,105.14,30,9,0
CUST_OE30H7,73.8,28,10,1
CUST_ORR8IP,71.09,40,7,1
CUST_12QCZM,198.52,85,4,1
CUST_DPUA5Y,170.12,27,11,0
CUST_U72Z7A,43.46,30,3,0
CUST_DQZR4X,151.36,26,10,1
CUST_929WCK,169.43,68,14,1
CUST_SI6XHS,153.71,57,5,0
CUST_24JICA,170.45,9,7,0
CUST_AOQM1S,171.06,20,9,1
CUST_IGDGLP,125,5,1,1
CUST_78ZDJS,170.39,66,2,1
CUST_9M949B,160.1,45,12,1
CUST_58N0MJ,68.75,39,13,0
CUST_X0WAJ2,136.56,39,11,1
CUST_B4C3GL,49.38,64,14,0
CUST_TW4F0U,137.8,30,17,1
CUST_LR2LJT,57.75,25,1,1
CUST_N9NLPB,190.21,83,11,1
CUST_W59833,139.83,12,9,0
CUST_0BY8MK,72,10,19,0
CUST_G1ZL2O,68.8,57,1,0
CUST_4ME3II,112.31,70,14,0
CUST_1A6PXS,93.82,27,3,1
CUST_GPB261,109.64,58,19,1
CUST_B7DCDI,98.08,37,17,1
CUST_G2CJ7T,76.04,62,1,0
CUST_W2IRVI,163.55,40,19,1
CUST_JYFOYJ,157.99,19,5,0
CUST_0470SN,103.82,83,6,0
CUST_VO4YZX,183.15,62,7,0
CUST_LQSSAP,116.14,44,4,1
CUST_SA2OII,32.64,30,14,1
CUST_Y5A3SI,165.8,78,18,1
CUST_XGYHDE,131.54,41,12,1
CUST_M3RF7O,31.81,9,19,0
CUST_ERJH9G,129.36,21,10,1
CUST_1PUTE2,197.02,19,12,0
CUST_2ELJUA,27.3,67,9,0
CUST_HRFJ1X,86.54,81,4,1
CUST_HPY85P,175.08,39,14,0
CUST_IX10N4,98.44,86,12,1
CUST_QBOFJ3,107.91,82,3,0
CUST_2L0EV4,141.02,37,13,1
CUST_D3N36C,177.85,20,13,1
CUST_LOXMXC,169.53,36,18,1
CUST_84DXLG,163.26,81,8,1
CUST_IBHBS0,103.93,72,17,0
CUST_QLK4OJ,122.74,14,7,0
CUST_W0CKR4,87.76,25,3,1
CUST_UA1LS9,148.94,11,7,1
CUST_9W57Q0,165.23,81,12,1
CUST_43IANI,173.39,23,19,0
CUST_RWJPIU,197.3,71,10,0
CUST_M28QU8,183.34,71,15,1
CUST_X9L9C7,156.25,15,6,1
CUST_XYFJ6U,109.02,7,17,1
CUST_EG2WNE,81.93,25,18,0
CUST_P3ZX0K,127.71,71,10,0
CUST_19260H,137.02,87,1,1
CUST_TZR2NB,22.56,63,17,0
CUST_G5N5AZ,118.12,79,16,0
CUST_JH46GV,65.69,62,7,1
CUST_8JMT85,33.5,47,3,0
CUST_VWM6BL,94.35,54,15,0
CUST_K4Z717,56.1,15,10,1
CUST_SW0DID,96.1,47,13,0
CUST_3HQIVX,63.25,10,1,0
CUST_6G9R16,122.01,64,19,1
CUST_6O89DH,100.92,62,5,1
CUST_8GPI4J,145.06,86,4,0
CUST_835ARB,165.27,40,14,0
CUST_RH16PO,159.31,49,19,0
CUST_MITM1W,168.16,47,8,1
CUST_2Z154V,130.91,8,11,1
CUST_0IVIYM,152.36,9,18,0
CUST_T1W03N,179.47,58,2,1
CUST_TJ3WEQ,31.56,80,2,0
CUST_MXLQ41,188.71,6,8,1
CUST_FWDNYN,81.11,40,16,1
CUST_Z25MKC,92.59,75,14,1
CUST_C4UFOO,87.85,41,16,0
CUST_YWQDU3,22.85,59,8,0
CUST_QCKL30,117.7,54,19,0
CUST_MHY4N1,25.14,68,12,1
CUST_TOPJOT,47.6,44,3,0
CUST_4N6R6Y,20.09,68,14,0
CUST_DBPYIR,145.58,77,13,1
CUST_XOHR2T,112.22,19,1,0
CUST_66TFRW,191.36,29,10,0
CUST_B2NHJD,69.52,20,3,1
CUST_JUE7OU,190.08,72,3,0
CUST_X8CEWJ,41.08,88,14,0
CUST_EKTUAH,186.57,34,4,0
CUST_ISKVGJ,111.56,75,15,1
CUST_EKOJCW,56.9,89,19,1
CUST_9CCEOL,121.15,73,8,0
CUST_YA2JH3,112.34,74,7,1
CUST_8W2QX2,186.21,85,6,0
CUST_S7GB8T,123.43,30,2,1
CUST_4B671N,158.16,88,3,0
CUST_KNPZHK,62.62,68,4,1
CUST_4YDYQA,160.91,55,1,0
CUST_ETNDT5,27.57,47,2,0
CUST_HCC9KL,33.48,34,17,1
CUST_QPFL3G,103.82,28,7,1
CUST_56LD8A,125.27,28,17,0
CUST_G6YRJ3,185.04,81,19,0
CUST_MHNRDU,39.52,41,7,1
CUST_CV93E1,132.79,5,17,1
CUST_P5PXYW,103.25,26,5,1
CUST_Y7891E,137.02,26,8,1
CUST_19QEY0,101.13,42,16,1
CUST_O9KA9V,142.13,82,19,1
CUST_EFYZS0,153.02,5,15,0
CUST_UZAM4F,168.03,6,18,0
CUST_YHT6J8,119.16,63,18,0
CUST_42HLQF,93.52,63,19,1
CUST_U5G2CB,95.58,30,17,1
CUST_U53MDJ,138.6,37,1,1
CUST_EKPXA1,180.42,56,4,1
CUST_LTJQFU,160.34,48,12,0
CUST_M27PVI,132.81,66,7,1
CUST_CB7346,38.47,58,15,0
CUST_A3F5NC,197.39,50,19,0
CUST_KBAFND,149.28,85,3,0
CUST_CJS21G,123.48,29,15,1
CUST_PLV7K6,30.47,28,8,1
CUST_0DGFUR,71.34,8,9,1
CUST_QEG3JB,157.7,40,12,0
CUST_IEL7CY,148.14,23,8,1
CUST_R0BR31,138.87,77,11,0
CUST_J4U0EC,84.05,27,11,1
CUST_M7UXYL,139.6,49,1,0
CUST_F8996J,103.78,73,5,0
CUST_KOU40X,146.33,69,11,0
CUST_36J1ZF,76.85,41,10,1
CUST_9JBCBR,119.18,40,11,0
CUST_6SBTCX,92.74,65,4,0
CUST_8SXD3H,120.07,19,11,1
CUST_DVJ5HE,170.85,36,17,0
CUST_SBBS50,157.04,48,3,0
CUST_X39WEH,55.69,70,11,1
CUST_LGKX9M,32.25,89,5,1
CUST_UCFE4Q,38.99,81,2,1
CUST_F41LH1,123.51,74,11,1
CUST_KUTP7R,103.1,45,4,0
CUST_CU3RZX,148.93,46,6,0
CUST_0D7B65,146.13,30,12,0
CUST_AY1LH7,50.31,13,15,0
CUST_7SSMKY,87.13,78,18,1
CUST_Z7FFXT,93.31,71,13,0
CUST_O8RP21,30.11,21,4,0
CUST_VFREVC,32.03,8,19,0
CUST_9ZQIBS,104.32,18,15,1
CUST_5VW1BV,182.54,17,12,1
CUST_00RV02,169.41,87,19,0
CUST_NYQHZW,24.68,56,6,1
CUST_7HU4QW,136.78,20,12,1
CUST_X870UQ,71.27,31,19,1
